transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,source_dataset,instance_year,instance_month,instance_day
1-41-2010-5925,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,جولف تاورز T1,GOLF TOWERS T1,1046.0,Unknown,Unknown,The Greens,الروضة,برج العرب,Burj Al Arab,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,1,117.89,1700000,14420.22,1259412.0,8456.15,1.0,2.0,0.0,transactions,2015.0,6.0,22.0
1-102-2025-44639,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2025-05-26,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,فلوريا جراند,Floarea Grande,3494.0,فلوريا جراند,Floarea  Grande,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,121.86,1603200,13156.08,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,5.0,26.0
2-13-2018-8028,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2018-10-15,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1053.0,روعة الإمارات ? الينابيع 15,Emirates Living - Springs 15,Springs - 1,الينابيع - 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,255.71,1820634,7119.92,1259412.0,8456.15,1.0,1.0,0.0,transactions,2018.0,10.0,15.0
2-810-2016-449,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,2016-08-29,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,تنارو,TNARO,1459.0,تانارو,TANARO,The Greens,الروضة,برج العرب,Burj Al Arab,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,69.31,884000,12754.29,1259412.0,8456.15,1.0,1.0,0.0,transactions,2016.0,8.0,29.0
1-11-2009-206587,11,1,مبايعات,Sales,بيع,Sell,2009-03-23,3,وحدة,Unit,23.0,محل,Shop,تجاري,Commercial,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,او - 03,O-03,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,Unknown,Unknown,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,53.0,457000,8622.64,1259412.0,8456.15,1.0,1.0,0.0,transactions,2009.0,3.0,23.0
2-14-2019-725,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,,1,أرض,Land,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,368,البرشاء الاولى,Al Barsha First,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,1286.24,33000000,25656.18,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2012-17400,11,1,مبايعات,Sales,بيع,Sell,2012-09-25,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,برج مارينا دايموند - A,MARINA DIAMOND - A,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مرسى دبي,Dubai Marina,مارينا مول,Marina Mall,غرفة,1 B/R,1,65.4,600000,9174.31,1259412.0,8456.15,1.0,1.0,0.0,transactions,2012.0,9.0,25.0
1-11-2023-5382,11,1,مبايعات,Sales,بيع,Sell,2023-02-27,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,Jumeirah Gate Tower 2,Jumeirah Gate Tower 2,1790.0,جميرا غيت,Jumeirah Gate,Jumeriah Beach Residence  - JBR,جميرا بيتش ريزيدنس  - الجيه بي آر ,برج العرب,Burj Al Arab,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,178.73,10800000,60426.34,1259412.0,8456.15,1.0,1.0,0.0,transactions,2023.0,2.0,27.0
1-102-2025-7194,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2025-03-20,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,رووف هوم مرسى دبي,ROVE HOME DUBAI MARINA,3393.0,روف منازل دبي مارينا,ROVE HOME DUBAI MARINA,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,محطة مترو مارينا مول,Marina Mall Metro Station,مارينا مول,Marina Mall,استوديو,Studio,1,36.78,1330000,36160.96,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,3.0,20.0
1-11-2021-7652,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,ون ليك بلازا,1 Lake Plaza,1046.0,Unknown,Unknown,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,برج العرب,Burj Al Arab,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,مكتب,Office,1,74.69,1000000,13388.67,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-110-2025-135,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,برج الكونكورد 1,CONCORDE TOWER 1,883.0, كونكورد تاور,CONCORDE TOWER,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,62.75,1100000,17529.88,1259412.0,8456.15,2.0,2.0,4.0,transactions,2015.0,6.0,22.0
2-13-2021-3394,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2021-03-29,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,الالكا1,AL ALKA 1,1046.0,Unknown,Unknown,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,استوديو,Studio,1,40.69,300000,7372.82,1259412.0,8456.15,1.0,1.0,0.0,transactions,2021.0,3.0,29.0
1-11-2025-13760,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,435,الحبيه الرابعة,Al Hebiah Fourth,ذا ماتريكس,The Matrix,99.0,ذا ماتركيس,THE MATRIX,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,111.91,1050000,9382.54,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2007-2569,11,1,مبايعات,Sales,بيع,Sell,2007-09-17,1,أرض,Land,60.0,Unknown,Unknown,متعدد الاستخدامات,Multi-Use,1,العقارات القائمة,Existing Properties,334,الجداف,Al Jadaf,Unknown,Unknown,1046.0,Unknown,Unknown,Sama Al Jadaf,سما الجداف,مطار دبي الدولي,Dubai International Airport,محطة مترو الخور,Creek Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,1068.57,12583188,11775.73,1259412.0,8456.15,1.0,1.0,0.0,transactions,2007.0,9.0,17.0
3-9-2022-2690,9,3,هبات,Gifts,هبه,Grant,2022-08-31,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا سويتس,MARINA SUITES,894.0,أجنحة مارينا,MARINA SUITES,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,75.59,737112,9751.45,1259412.0,8456.15,1.0,1.0,0.0,transactions,2022.0,8.0,31.0
2-44-2021-95,44,2,رهون,Mortgages,تحويل رهن,Mortgage Transfer,2021-01-14,1,أرض,Land,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Emirates Hills,تلال الامارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,2067.93,7000000,3385.03,1259412.0,8456.15,2.0,1.0,0.0,transactions,2021.0,1.0,14.0
2-13-2021-6725,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,جرين ليكس  اس 3,GREEN LAKES S3,1046.0,Unknown,Unknown,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,برج العرب,Burj Al Arab,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,1,149.82,1160000,7742.62,1259412.0,8456.15,2.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-102-2016-6310,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2016-05-26,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,المدار برج سيراج,AL MADAR SIRAJ TOWER,181.0,برج سراج,SIRAJ TOWER,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,27.47,138586,5044.99,1259412.0,8456.15,2.0,1.0,0.0,transactions,2016.0,5.0,26.0
2-110-2017-42,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2017-01-16,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,النبات بي 8,AL NABAT B8,1046.0,Unknown,Unknown,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,نخلة جميرا,Palm Jumeirah,مارينا مول,Marina Mall,غرفة,1 B/R,1,105.63,1275000,12070.43,1275000.0,12070.43,2.0,2.0,2.0,transactions,2017.0,1.0,16.0
1-11-2017-1776,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,برج قوس دبي,DUBAI ARCH TOWER,547.0,دبي أرك تاور,DUBAI ARCH TOWER,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو مارينا مول,Marina Mall Metro Station,مارينا مول,Marina Mall,استوديو,Studio,1,39.6,715000,18055.56,1259412.0,8456.15,2.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2007-3685,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,Unknown,Unknown,1046.0,Unknown,Unknown,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,الصفوح,Al Sufouh,مارينا مول,Marina Mall,Unknown,Unknown,0,621.78,2800000,4503.2,1259412.0,8456.15,1.0,2.0,0.0,transactions,2015.0,6.0,22.0
2-13-2021-14663,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2021-11-22,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,دي اي سي تاورز تي 2,DEC TOWERS T2,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,138.5,783584,5657.65,1259412.0,8456.15,1.0,1.0,0.0,transactions,2021.0,11.0,22.0
1-41-2010-5463,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,المرجان,AL Murjan,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,140.28,1085000,7734.53,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
3-9-2025-627,9,3,هبات,Gifts,هبه,Grant,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,1393.55,7025137,5041.18,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-110-2008-200008,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,النخيل 3,ALNAKHEEL 3,1046.0,Unknown,Unknown,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,153.25,696800,4546.82,1259412.0,8456.15,2.0,2.0,2.0,transactions,2015.0,6.0,22.0
2-13-2001-569,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2001-07-23,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1114.84,500000,448.49,1259412.0,8456.15,1.0,1.0,0.0,transactions,2001.0,7.0,23.0
2-13-2024-6485,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2024-03-28,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,LIV RESIDENCE,LIV RESIDENCE,1827.0,ليف رسيدنس,LIV RESIDENCE,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,97.52,1482770,15204.78,1259412.0,8456.15,1.0,1.0,0.0,transactions,2024.0,3.0,28.0
1-102-2014-12735,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2014-10-27,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,جيوفاني بوتيك سويتس,Giovanni Boutique Suites,531.0,جيوفاني بوتيك,GIOVANNI BOUTIQUE,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,استوديو,Studio,0,41.61,478800,11506.85,1259412.0,8456.15,1.0,1.0,0.0,transactions,2014.0,10.0,27.0
1-11-2019-2440,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,الحصير بي 7,AL HASEER B7,1046.0,Unknown,Unknown,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,نخلة جميرا,Palm Jumeirah,مارينا مول,Marina Mall,غرفتين,2 B/R,1,144.0,2125000,14756.94,1259412.0,8456.15,2.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2012-6280,11,1,مبايعات,Sales,بيع,Sell,2012-04-30,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,435,الحبيه الرابعة,Al Hebiah Fourth,Unknown,Unknown,1493.0,بلومنجديل,BLOOMINGDALE,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,Unknown,Unknown,0,287.26,289453,1007.63,1259412.0,8456.15,1.0,1.0,0.0,transactions,2012.0,4.0,30.0
2-44-2021-1559,44,2,رهون,Mortgages,تحويل رهن,Mortgage Transfer,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,338,القوز الاولى,Al Goze First,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,وسط مدينة دبي,Downtown Dubai,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,929.03,2750000,2960.08,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-110-2018-7,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,435,الحبيه الرابعة,Al Hebiah Fourth,الفينيسي,VENETIAN,323.0,كانل ريزيدنس ويست (فيس 1),CANAL RESIDENCE WEST (PHASE 1),Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,88.56,744900,8411.25,1259412.0,8456.15,2.0,0.0,0.0,transactions,2015.0,6.0,22.0
